AWAY,HOME,HOME_TEAM_RESULT,W%,BABIP,ERA,K%,K%,AVG,SLG,W%,BABIP,ERA,K%,K%,AVG,SLG
Brewers,Cubs,W,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429
RedSox,Orioles,L,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Dodgers,Phillies,L,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.438271605,0.304,4.64,21.1,23,0.24,0.385
BlueJays,Yankees,L,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
WhiteSox,Indians,W,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Royals,Tigers,L,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Marlins,Reds,W,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Twins,Braves,L,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Padres,Rays,W,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Athletics,Rangers,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Cardinals,Astros,L,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Nationals,Rockies,W,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Mariners,Angels,W,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
Pirates,Giants,L,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
BlueJays,Yankees,L,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Padres,Rays,W,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Cardinals,Astros,L,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Nationals,Rockies,W,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Pirates,Giants,L,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
RedSox,Orioles,L,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Dodgers,Phillies,L,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.438271605,0.304,4.64,21.1,23,0.24,0.385
WhiteSox,Indians,L,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Royals,Tigers,L,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Marlins,Reds,W,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Twins,Braves,L,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Brewers,Cubs,W,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429
Athletics,Rangers,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Mariners,Angels,L,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
RedSox,Tigers,W,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Brewers,Cubs,W,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429
Astros,Orioles,W,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Dodgers,Phillies,W,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.438271605,0.304,4.64,21.1,23,0.24,0.385
WhiteSox,Indians,W,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Marlins,Reds,W,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Nationals,Braves,L,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Twins,Royals,W,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Mariners,Angels,W,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
Mets,Giants,W,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Astros,Orioles,L,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Marlins,Pirates,L,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Cardinals,Phillies,L,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.438271605,0.304,4.64,21.1,23,0.24,0.385
RedSox,Tigers,L,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Dodgers,Reds,W,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Rangers,Rays,L,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
BlueJays,Indians,W,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Nationals,Braves,L,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Athletics,WhiteSox,L,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Twins,Royals,W,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Cubs,Rockies,W,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Yankees,Angels,L,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
Brewers,Mariners,W,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Mets,Giants,W,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Mets,Giants,L,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Rangers,Rays,W,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Astros,Orioles,L,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Marlins,Pirates,L,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Cardinals,Phillies,W,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.438271605,0.304,4.64,21.1,23,0.24,0.385
RedSox,Tigers,L,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Dodgers,Reds,W,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Athletics,WhiteSox,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.481481481,0.298,4.12,20.5,21,0.257,0.41
BlueJays,Indians,L,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Nationals,Braves,L,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Twins,Royals,W,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Cubs,Rockies,L,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Brewers,Mariners,W,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Yankees,Angels,L,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
RedSox,Tigers,W,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Dodgers,Reds,L,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Rangers,Rays,W,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
BlueJays,Indians,W,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Astros,Orioles,L,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Marlins,Pirates,L,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Cardinals,Phillies,L,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.438271605,0.304,4.64,21.1,23,0.24,0.385
Nationals,Braves,W,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Athletics,WhiteSox,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Twins,Royals,W,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Yankees,Angels,W,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
Cubs,Rockies,W,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Brewers,Mariners,L,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Mets,Giants,L,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Dodgers,Reds,L,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Astros,Pirates,L,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Nationals,Orioles,W,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
RedSox,Rays,L,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Rockies,Brewers,W,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Indians,Athletics,L,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.425925926,0.299,4.51,19.3,19,0.246,0.395
Cubs,Padres,L,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.419753086,0.296,4.44,19.6,25,0.235,0.39
Yankees,Mariners,W,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Astros,Pirates,W,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Nationals,Orioles,W,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Angels,BlueJays,W,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
RedSox,Rays,L,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Royals,Marlins,L,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
Rangers,Reds,W,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Rockies,Brewers,W,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Tigers,Twins,L,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421
Phillies,WhiteSox,W,0.438271605,0.304,4.64,21.1,23,0.24,0.385,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Mets,Cardinals,L,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Indians,Athletics,W,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.425925926,0.299,4.51,19.3,19,0.246,0.395
Cubs,Padres,L,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.419753086,0.296,4.44,19.6,25,0.235,0.39
Yankees,Mariners,L,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Giants,Dodgers,W,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Astros,Pirates,L,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Rockies,Brewers,W,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Indians,Athletics,W,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.425925926,0.299,4.51,19.3,19,0.246,0.395
Cubs,Padres,L,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.419753086,0.296,4.44,19.6,25,0.235,0.39
Yankees,Mariners,L,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Orioles,Nationals,L,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426
Angels,BlueJays,L,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
RedSox,Rays,W,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Royals,Marlins,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
Rangers,Reds,L,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Tigers,Twins,L,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421
Phillies,WhiteSox,L,0.438271605,0.304,4.64,21.1,23,0.24,0.385,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Mets,Cardinals,W,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Giants,Dodgers,W,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
RedSox,Rays,W,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Tigers,Twins,L,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421
Orioles,Nationals,W,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426
Angels,BlueJays,L,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
Royals,Marlins,L,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
Mets,Cardinals,L,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Indians,Rangers,W,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Pirates,Brewers,L,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Mariners,WhiteSox,W,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Giants,Dodgers,L,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Orioles,Yankees,W,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Rockies,Nationals,W,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426
Twins,BlueJays,W,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
Royals,RedSox,L,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Angels,Tigers,W,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Phillies,Mets,W,0.438271605,0.304,4.64,21.1,23,0.24,0.385,0.537037037,0.308,3.58,23,21.3,0.246,0.417
Padres,Marlins,W,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
Indians,Rangers,L,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Pirates,Brewers,L,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Mariners,WhiteSox,L,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Rays,Astros,W,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Athletics,Cardinals,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Cubs,Dodgers,L,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Braves,Giants,W,0.422360248,0.293,4.51,19.6,20,0.255,0.384,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Orioles,Yankees,W,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Rockies,Nationals,L,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426
Twins,BlueJays,W,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
Cubs,Dodgers,W,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Royals,RedSox,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Angels,Tigers,L,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Phillies,Mets,W,0.438271605,0.304,4.64,21.1,23,0.24,0.385,0.537037037,0.308,3.58,23,21.3,0.246,0.417
Pirates,Brewers,L,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Padres,Marlins,L,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
Mariners,WhiteSox,W,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Rays,Astros,W,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Athletics,Cardinals,L,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Indians,Rangers,W,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Braves,Giants,L,0.422360248,0.293,4.51,19.6,20,0.255,0.384,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Orioles,Yankees,L,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Twins,BlueJays,W,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
Angels,Tigers,L,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Phillies,Mets,L,0.438271605,0.304,4.64,21.1,23,0.24,0.385,0.537037037,0.308,3.58,23,21.3,0.246,0.417
Padres,Marlins,L,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
Rockies,Nationals,L,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426
Pirates,Brewers,L,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Mariners,WhiteSox,W,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Rays,Astros,L,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Athletics,Cardinals,L,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Indians,Rangers,W,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Braves,Giants,W,0.422360248,0.293,4.51,19.6,20,0.255,0.384,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Cubs,Dodgers,W,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Royals,RedSox,L,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.574074074,0.293,4,22.4,18.4,0.282,0.461
BlueJays,Orioles,L,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Nationals,Phillies,L,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.438271605,0.304,4.64,21.1,23,0.24,0.385
WhiteSox,Tigers,W,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Marlins,Mets,W,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.537037037,0.308,3.58,23,21.3,0.246,0.417
Twins,Indians,W,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Rays,RedSox,W,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Cardinals,Brewers,L,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Pirates,Cubs,W,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429
Mariners,Rangers,W,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Athletics,Astros,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Yankees,Royals,W,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Dodgers,Rockies,W,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Reds,Angels,W,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
BlueJays,Orioles,W,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Nationals,Phillies,L,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.438271605,0.304,4.64,21.1,23,0.24,0.385
WhiteSox,Tigers,W,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Marlins,Mets,W,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.537037037,0.308,3.58,23,21.3,0.246,0.417
Twins,Indians,W,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Padres,Braves,W,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Rays,RedSox,L,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Pirates,Cubs,W,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429
Mariners,Rangers,W,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Athletics,Astros,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Cardinals,Brewers,L,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Yankees,Royals,L,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Reds,Angels,W,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
WhiteSox,Tigers,W,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Rays,RedSox,W,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Mariners,Rangers,W,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Athletics,Astros,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
